p1_name,p2_name,y_true,y_pred_catboost,abs_error,consistency_confidence,density_confidence,combined_confidence,neighbor_target_std,mean_neighbor_distance,local_mean_target
paul sach,matěj volf,10.0,5.0,5.0,0.06418716947856909,0.10494494171283235,0.0743766125371349,14.579437574886077,8.52880609278306,15.2
magnus åberg,daniel lipowski,5.0,2.0,3.0,0.1935533821026853,0.08413378747831747,0.16619848344659333,4.166533331199932,10.885831245356865,15.8
daniel naumescu,oliver hummel,-25.0,-19.0,6.0,0.03355704697986577,0.08274243658872206,0.045853394382079846,28.8,11.085696786651093,-11.4
mathieu parisot,miłosz dużyński,-5.0,2.0,7.0,0.0695526702998006,0.07779938489795228,0.07161434894933852,13.377593206552515,11.853572059877822,-3.8
alexander kaess,michal fojtík,30.0,19.0,11.0,0.04311516965930856,0.10902167796486927,0.05959179673569874,22.19369279772972,8.172487698476226,-7.8
tomas jirouch,florian baumgartner,-12.0,13.0,25.0,0.05519247754151666,0.1043228963985013,0.06747508225576282,17.118411141224527,8.58562342997185,3.6
christian schupp,graham king,14.0,14.0,0.0,0.08184750824979276,0.09906339321580945,0.08615147949129692,11.217842929904126,9.094546204585397,14.4
ola ulmo,balázs döbörhegyi,9.0,23.0,14.0,0.04198895990876483,0.07964031969636372,0.05140179985566455,22.815784010197852,11.55645386423102,-19.2
volker sach,vincent david,25.0,12.0,13.0,0.056582425994704214,0.09578621134301998,0.06638337233178315,16.673332000533065,9.439915996039348,18.0
leon griffiths,simon vaclahovsky,20.0,14.0,6.0,0.123040399045827,0.06576456509700615,0.10872144055862179,7.127411872482185,14.205757059671086,19.0
dara ladner,sandra ettenauer,22.0,20.0,2.0,0.05872000284267503,0.07933143239642527,0.06387286023111259,16.029971927611104,11.605344058366715,5.2
šimon kniezek,stefan steckermeier,3.0,9.0,6.0,0.08828724455452924,0.09428215985175038,0.08978597337883452,10.326664514740468,9.606460454155947,13.4
zdeněk nemazal,daniel jendřejek,23.0,3.0,20.0,0.06940848405502067,0.11588348454060746,0.08102723417641737,13.407460609675494,7.629357358076194,4.2
florian prorok,piotr ostaszyk,21.0,17.0,4.0,0.061048170927934714,0.10578704184321895,0.07223288865675577,15.380507143784305,8.452953618667625,26.8
mohammed tarik koubaa,koen hageraats,-27.0,-25.0,2.0,0.0448661975788949,0.09882977658038683,0.05835709232926788,21.288494545176274,9.118407979872476,-10.0
robin sam,jiří salamon,37.0,34.0,3.0,0.17898892098163102,0.09848854791847708,0.15886382771584254,4.586937976471886,9.153464754376722,32.4
martin voplakal,dieter mühl,12.0,16.0,4.0,0.049251656493439475,0.0725718855082521,0.05508171374714263,19.303885619221845,12.779440798548507,15.6
dieter gomm,vilém stráník,10.0,8.0,2.0,0.03706450279210851,0.11288542968962775,0.05601973451648832,25.979992301769453,7.85853916443818,15.2
emeric lardet,martin bartoš,-17.0,-10.0,7.0,0.04638604031594293,0.09568648780925951,0.05871115218927207,20.558210038814178,9.450796375695072,0.4
marek roman,oliver bodem,-4.0,10.0,14.0,0.03806660511220801,0.06992747069440795,0.046031821507757996,25.26974475533934,13.300531537457271,16.2
mikuláš zobač,christoph steckermeier,16.0,15.0,1.0,0.06341057446173054,0.11772798327090221,0.07698992666402346,14.770240350109406,7.49415722767385,7.8
rostislav kniezek,gregor david,10.0,2.0,8.0,0.08160970962518432,0.07890915754825253,0.08093457160595138,11.253443917308159,11.672800357658176,-3.4
bastian böhm,jakub svec,-36.0,-5.0,31.0,0.05414192715824446,0.0999802362481374,0.06560150443071769,17.469974241537965,9.001976765869362,4.0
andreas kotala,michal fojtík,37.0,16.0,21.0,0.0498715579803729,0.11428575162152872,0.06597510639066186,19.051509126575773,7.749997141477641,-5.8
leon sam,beat ladner,16.0,21.0,5.0,0.05308057778584733,0.09394391772744314,0.06329641277124629,17.839282496782207,9.64464868179409,-16.4
lukáš dvořák,cornelius ried,-33.0,-12.0,21.0,0.08175213219622225,0.07954440706949412,0.08120020091454022,11.232096865679178,11.571594117564397,6.2
damian roman,jiří borovička,-16.0,1.0,17.0,0.04166515708806171,0.08934861785278354,0.05358602227924217,23.00086954878011,10.192114931734741,-7.6
philipp walland,istván sági,-15.0,12.0,27.0,0.11606619483971768,0.0700570702186,0.10456391368443826,7.615773105863909,13.274076790246678,32.0
ola ulmo,miłosz dużyński,-11.0,15.0,26.0,0.13594160997026095,0.08088761059240905,0.12217811012579798,6.356099432828281,11.362832733914948,10.0
alina reissenauer,lucie hlavacova,-19.0,-14.0,5.0,0.06948046217888858,0.08379813240616678,0.07305987973570813,13.392535234226564,10.93344017684109,11.2
henri widu,leon borchert,10.0,4.0,6.0,0.09783095557732988,0.11889247184495914,0.10309633464423719,9.221713506718803,7.410961472010125,27.6
colin gomm,fynn borchert,33.0,20.0,13.0,0.09783095557732988,0.09129620268086382,0.09619726735321335,9.221713506718803,9.953358087582382,28.6
jan port,thomas knaack,13.0,10.0,3.0,0.04712801159823487,0.10981713296664398,0.06280029194033715,20.21880312976018,8.106047234940485,-2.0
annemarie del favero,melánie tomková,-11.0,4.0,15.0,0.06470210040235681,0.10151743928840183,0.07390593512386807,14.455448799674121,8.850524274544503,-31.2
karolin radl,lucie hanáčková,49.0,31.0,18.0,0.03947211901821539,0.08137548235633796,0.04994795985274603,24.33433787880821,11.288713640074842,8.8
carola von heimburg,andrea sopko,4.0,18.0,14.0,0.05960020301118251,0.1068468078188535,0.07141185421310026,15.778466338652816,8.35919397512919,0.8
richard hobzik,mohammed tarik koubaa,-22.0,-17.0,5.0,0.20286541141812325,0.09461445326943597,0.17580267188095144,3.9293765408777004,9.56920972900699,-15.6
bernd jaschke,daniel lipowski,19.0,22.0,3.0,0.057812694746676836,0.08291960529819356,0.06408942238455602,16.29723902997069,11.059874096166078,-8.0
matěj volf,martin voplakal,39.0,38.0,1.0,0.059726684991587835,0.1004416081082888,0.06990541577076308,15.742934923323542,8.956033349464827,28.4
małgorzata mika,lena hauser,40.0,25.0,15.0,0.06314012407735502,0.08247289491644651,0.06797331678712788,14.837789592793126,11.12519581146148,4.2
veronika nováková,victoria t,15.0,3.0,12.0,0.05160425232288938,0.11347449689345246,0.06707181346553015,18.37824801225623,7.812552841181185,10.8
romeo sam,robin sam,2.0,22.0,20.0,0.04913147190664073,0.139652999453543,0.0717618537933663,19.35355264544471,6.160605242371899,1.8
alina reissenauer,marie beranová,49.0,49.0,0.0,0.08945817270954755,0.08453038329747255,0.0882262253565288,10.178408519999577,10.83006584130679,32.0
damian roman,henri widu,22.0,23.0,1.0,0.08477237505203031,0.10683912062924297,0.09028906144633347,10.796295661012625,8.359867379199391,19.2
leon sam,vilém stráník,45.0,48.0,3.0,0.09411793466185912,0.08845900940268175,0.09270320334706478,9.624967532412773,10.304671019407591,32.4
philipp walland,leon borchert,32.0,20.0,12.0,0.05075659927771974,0.074645433565131,0.05672880784957256,18.701871564097534,12.396666778383192,6.8
jan port,magnus åberg,11.0,16.0,5.0,0.05948348715197548,0.12013742616671606,0.07464697190566062,15.811388300841896,7.3238007664013764,-4.0
carola von heimburg,lucie hlavacova,-22.0,-6.0,16.0,0.054108400219073295,0.10221191381993448,0.0661342786192886,17.481418706729727,8.783595303397686,-8.0
molnár gergely,rostislav kniezek,17.0,37.0,20.0,0.041713546326395276,0.07965886679679592,0.05119987644399543,22.973027662891976,11.55353032514169,6.8
florian baumgartner,cornelius ried,16.0,11.0,5.0,0.05577106129412773,0.08884198823286524,0.0640387930288121,16.930445948054647,10.255938997885584,3.6
małgorzata mika,zuzana hanackova,9.0,18.0,9.0,0.052026788997850744,0.05861964120472424,0.05367500204956912,18.2208671582886,16.059128637577,22.0
miłosz dużyński,martin bartoš,-6.0,-1.0,5.0,0.04046958717377158,0.10030238029458587,0.055427785453975156,23.709913538433668,8.969853128739539,-17.2
bruno scherrer,gregor david,3.0,14.0,11.0,0.06240128126354494,0.10335355586447453,0.07263934991377734,15.025311976794358,8.675525835911056,0.8
ola ulmo,emeric lardet,15.0,25.0,10.0,0.06229788161811236,0.100482497699837,0.07184403563854352,15.051910177781421,8.951981916166304,-20.8
andreas kotala,tomáš kolár,20.0,27.0,7.0,0.0627041429277281,0.07553119389235059,0.06591090566888372,14.947909552843836,12.239562999960402,18.6
bastian böhm,colin gomm,27.0,38.0,11.0,0.05216400973986574,0.09940433407711459,0.06397409082417796,18.17030544597421,9.059923536374512,32.8
molnár gergely,florian baumgartner,-9.0,3.0,12.0,0.10798260813839014,0.08480242030102722,0.10218756117904942,8.260750571225353,10.792116268029286,-3.6
carola von heimburg,małgorzata mika,21.0,14.0,7.0,0.08641802301482493,0.09007719578504494,0.08733281620737993,10.571660229122008,10.101588934743736,14.8
lucie hlavacova,zuzana hanackova,30.0,44.0,14.0,0.06696071007807147,0.07752146799438211,0.06960089955714913,13.934130758680285,11.899652520414973,27.8
zdenek dana,lubomír severin,4.0,1.0,3.0,0.04644056212158097,0.09469937922751424,0.05850526639806429,20.53290042833696,9.559731311411353,-19.0
volker sach,graham king,18.0,14.0,4.0,0.09693067318277032,0.07901253471968002,0.09245113856699774,9.316651759081692,11.656219719412766,15.0
moritz sach,damian roman,-9.0,-24.0,15.0,0.0695526702998006,0.11800356582403089,0.08166539418085816,13.377593206552515,7.474320186995184,-3.2
marek dlask,jiří borovička,16.0,18.0,2.0,0.09701145519121994,0.08434629741461915,0.09384516574706973,9.308061022576078,10.855884972452591,24.6
tomas jirouch,per-axel giertz,33.0,41.0,8.0,0.05467331117344875,0.08375832564842747,0.06194456479219343,17.29045979724079,10.93911163168977,13.8
henri widu,colin gomm,-17.0,-5.0,12.0,0.08477237505203032,0.09944019649014776,0.08843933041155969,10.796295661012623,9.056295495142923,-5.2
leon borchert,fynn borchert,-11.0,18.0,29.0,0.07506190294749067,0.13819656508412717,0.09084556848164979,12.322337440599489,6.236069864625434,18.6
samuel worobel,adam borkowski,10.0,4.0,6.0,0.05512143788339331,0.06392187783142939,0.057321547870402334,17.141761869772896,14.64409610489127,3.4
benjamin radl,david dvorský,-21.0,-8.0,13.0,0.03620526399180337,0.1271588092966063,0.0589436503180041,26.620293011159742,6.86418184891488,-14.4
marie beranová,annemarie del favero,-31.0,-28.0,3.0,0.040032038986333666,0.10880246266745457,0.057224644906613886,23.979991659714983,8.190968434753307,-3.4
alina reissenauer,melánie tomková,25.0,30.0,5.0,0.057270938934811826,0.10224152050126936,0.06851358432642621,16.460862674841803,8.78076220988502,-6.2
kai zeuner,emeric lardet,22.0,28.0,6.0,0.06314012407735503,0.10665376208880395,0.07401853358021726,14.837789592793124,8.376134328645268,0.8
lena hauser,karolin radl,-47.0,-26.0,21.0,0.035677495271727956,0.10880195682057076,0.05395861065893866,27.02887345044184,8.19101116581144,-9.8
oliver bodem,gregor david,-36.0,-13.0,23.0,0.08786766033990993,0.07922017244669223,0.0857057883666055,10.380751417888783,11.623047503120578,-19.2
matěj volf,leon sam,12.0,19.0,7.0,0.10300128838630274,0.09874529061015397,0.10193728894226554,8.708616422830897,9.127065238462826,20.4
carola von heimburg,lucie hlavacova,-21.0,-6.0,15.0,0.09198641791168036,0.09957726822094849,0.09388413048899738,9.871170143402452,9.04245263869998,-16.6
simon vaclahovsky,mohammed tarik koubaa,22.0,10.0,12.0,0.05435801413070584,0.0756773044253717,0.059687836704372305,17.396551382386107,12.214001312456082,3.4
mathieu parisot,jiří borovička,20.0,19.0,1.0,0.08289500287274681,0.08794529473439114,0.08415757583815789,11.063453348751466,10.370704970858986,-2.0
veronika nováková,małgorzata mika,10.0,-4.0,14.0,0.07213785059991987,0.1216934902436403,0.08452676051084998,12.86234815265082,7.2173664178578365,-15.4
jan port,tomas jirouch,4.0,2.0,2.0,0.13121330865776704,0.10116357747037456,0.12370087586091892,6.6211781428987395,8.88498059287046,11.6
piotr ostaszyk,istván sági,28.0,21.0,7.0,0.07338396423965966,0.11167206192501107,0.08295598866099752,12.626955294131678,7.9547912231755,3.6
magnus åberg,per-axel giertz,11.0,16.0,5.0,0.04745214350731258,0.10213599227620536,0.061123105699535774,20.073863604199367,8.790867819599871,7.8
daniel lipowski,adam borkowski,21.0,27.0,6.0,0.08282057349494987,0.08227032547336292,0.08268301148955313,11.074294559925702,11.15505097671912,23.6
oliver bodem,richard hobzik,-38.0,-25.0,13.0,0.080451910288365,0.070870204565292,0.07805648385759675,11.42978564978364,13.110302152136589,-27.4
lumír bercík,zdenek dana,31.0,9.0,22.0,0.061980650455683614,0.08197220362392921,0.06697853874774501,15.134067529914091,11.199257257835647,-0.6
andrea sopko,alina reissenauer,-30.0,-25.0,5.0,0.10464958247206337,0.09152376652458585,0.101368128485194,8.555699854482976,9.926123759683469,-28.0
gregor david,mohammed tarik koubaa,-17.0,-3.0,14.0,0.20499600327158568,0.08076104586989855,0.1739372639211639,3.8781438859330635,11.382207154807569,-16.6
leon griffiths,koen hageraats,19.0,5.0,14.0,0.09745952716177655,0.08302360315872209,0.09385054616101295,9.26066952223218,11.04476753542278,-0.8
venkata s pallela,zane pandole,-5.0,4.0,9.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
pulkit bhimsaria,jainesh doshi,-21.0,-19.0,2.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
advait sambhare,ananbir singh,-21.0,-22.0,1.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
ray ryan,jainesh doshi,-38.0,-34.0,4.0,0.08742488588884689,0.06069287060020859,0.08074188206668731,10.43839068055991,15.476399783215447,-11.2
prasanna kanade,nevil malao,-18.0,-10.0,8.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
ashish chowdhary,aditya vikram somani,34.0,30.0,4.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
zane pandole,chirrag sheth,-32.0,-29.0,3.0,0.040370487978585966,0.09130158977605164,0.05310326342795238,23.77057003944163,9.95271180329764,2.6
varun motasha,manu choudhury,48.0,29.0,19.0,0.06356358770858321,0.09933614174658076,0.0725067262180826,14.732277488562318,9.066829478349666,-0.4
romit baranwal,sajid sakarwalla,33.0,31.0,2.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
akberali sadriwala,satish kumar tyagi,22.0,31.0,9.0,0.05540728855441537,0.07462354992033406,0.060211353895895034,17.04816705690087,12.400595402759198,-11.4
mandrin mouchet,sidharth nandal,-8.0,-18.0,10.0,0.06218474658720669,0.10737693162878267,0.07348279284760069,15.081114017207085,8.312987294674635,-22.6
vikramaditya chaufla,abhijit ghagre,23.0,24.0,1.0,0.05034840795062502,0.10671792296703381,0.06444078670472722,18.86160120456373,8.370497215438775,8.2
aayush agrawal,mohammed tarik koubaa,-32.0,-28.0,4.0,0.07589911032450108,0.09763313799803726,0.08133261724288512,12.175385004179539,9.242424042747691,-26.4
harsh shah,neelesh dhamnaskar,38.0,30.0,8.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
duncan stahl,varinder singh,21.0,21.0,0.0,0.08199121905614928,0.11534206507121415,0.0903289305599155,11.196428001822724,7.66986384700658,20.2
adithya ravisankar,ashish chandiok,-36.0,-32.0,4.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
graham king,ravi kurimilla,43.0,17.0,26.0,0.0848790834567411,0.1057665501782948,0.09010095013712952,10.781465577554844,8.4547850744329,-13.4
krishna bhagwan kotak,krishnaswamy ranganathan,70.0,46.0,24.0,0.10275853244520507,0.12017693116842354,0.10711313212600969,8.73155198117723,7.321064536075869,-7.4
nevil malao,chinmay madhwal,-25.0,-25.0,0.0,0.06581997604953171,0.1131508209233568,0.07765268726798799,14.192955999368138,7.837761775297717,-11.4
manish bhati,rajesh d'souza,35.0,24.0,11.0,0.09114141294041374,0.10936115986990744,0.09569634967278717,9.971960689854328,8.144014211165722,-2.4
sajid sakarwalla,abhijit ghagre,-37.0,-29.0,8.0,0.04359906566662645,0.07280394694216433,0.05090028598551092,21.93627133311402,12.735519048086816,-2.0
chandrashekhar pitre,ashish mehta,1.0,12.0,11.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
sanjeev kumar,pankaj singh,48.0,45.0,3.0,0.04240310330308925,0.13339649345274082,0.06515145084050214,22.58317958127243,6.496448925430533,15.0
ashish chandiok,anand sharma,3.0,14.0,11.0,0.12687360253740512,0.08649622333729208,0.11677925773737687,6.881860213634101,10.561198413259032,25.8
satish kumar tyagi,gourav rakshit,-31.0,-22.0,9.0,0.07104711286740953,0.055523939288626596,0.0671663194727138,13.075167302944921,17.01024950340362,-18.8
rahul bathija,rohinton dadyburjor,5.0,1.0,4.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
deepak jaitly,neelesh dhamnaskar,-1.0,-3.0,2.0,0.038822846265622026,0.10510871503475532,0.05539431345790535,24.75802900071005,8.51395894878307,8.8
animesh kejriwal,advait sambhare,52.0,31.0,21.0,0.028374699928138764,0.10847755815987463,0.048400414486072726,34.242663447810244,8.218496590107572,13.8
akberali sadriwala,sudhir bhoir,49.0,45.0,4.0,0.046335885308804295,0.11185903846996623,0.06271667359909477,20.581545131500697,7.939822956447964,8.0
rishabh arya,sachin parikh,-18.0,20.0,38.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
varun motasha,adit patel,-34.0,-25.0,9.0,0.0434885756446152,0.08362731393013137,0.053523260215994246,21.99454477819443,10.957815610764161,31.8
ashish chowdhary,nevil malao,48.0,40.0,8.0,0.03665889600477253,0.06428958044600978,0.04356656711508185,26.278508329050947,14.554620096483555,5.2
romit baranwal,chirrag sheth,-24.0,-19.0,5.0,0.05652873914115886,0.06283041797519637,0.058104158849668235,16.690116836020053,14.915857831707743,-4.2
ashish chandiok,frank kleiber,-21.0,-23.0,2.0,0.06662860482621373,0.07032778394011242,0.0675533996046884,14.008568806269968,13.21913138698568,19.4
vikramaditya chaufla,mishil shah,26.0,26.0,0.0,0.05519247754151666,0.10533123052337628,0.06772716578698157,17.118411141224527,8.493860415672907,19.4
ray ryan,advait sambhare,31.0,15.0,16.0,0.061728395061728385,0.06874723005305111,0.06348310380955907,15.200000000000001,13.546040607429802,16.6
graham king,harsh shah,17.0,-1.0,18.0,0.06501721287559786,0.053080337181924994,0.06203299395217965,14.38054240979804,17.839367891968134,-14.0
guidi weijel,akberali sadriwala,7.0,16.0,9.0,0.05671346070611461,0.08655295851103927,0.06417333515734577,16.632498309033434,10.553620086509886,-19.4
rida sakarwalla,naheed divecha,-34.0,-31.0,3.0,0.0413813224869547,1.0,0.281035991865216,23.165491576912412,0.0,-12.6
johann fernandes,tara sood,42.0,50.0,8.0,0.08541892864712547,0.09925585822552724,0.08887816104172591,10.707007051459339,9.074972075983862,-5.6
mohammed tarik koubaa,kresten hougaard,-16.0,-15.0,1.0,0.04670330409844317,0.09669122114266898,0.059200283359499624,20.411761315476916,9.342200545016272,-0.6
leon griffiths,sidharth nandal,33.0,32.0,1.0,0.0305505517570225,0.09602668411710044,0.046919584847041985,31.732633045494346,9.413772059238687,16.8
luke griffiths,nicolas lenggenhager,21.0,29.0,8.0,0.0954729092593692,0.07604372205519068,0.09061561245832457,9.474175425861608,12.150329481166432,22.2
koen hageraats,duncan stahl,28.0,34.0,6.0,0.04958684813062972,0.09426543151204592,0.06075649397598377,19.1666376811375,9.608342676203765,10.8
sanjeev kumar,mahesh chhabria,5.0,16.0,11.0,0.0484812927656308,0.10380954122890043,0.06231335488144821,19.62651268055535,8.633025906501178,16.0
stine jacobsen,amke fischer,4.0,6.0,2.0,0.055057740708338826,0.09922420587718588,0.06609935700055058,17.16275036233995,9.078185974476265,-3.8
anna-klara ahlmer,stephanie chung,25.0,25.0,0.0,0.27718637277259645,0.08790969796170912,0.2298672040698746,2.6076809620810595,10.375309245580283,27.0
nikhil bhandare,abhijit ghagre,13.0,8.0,5.0,0.04747459389972887,0.10052855249127508,0.060738083547615423,20.063897926375123,8.947422649766995,1.8
krishna bhagwan kotak,rajeev goenka,40.0,37.0,3.0,0.05000263179036745,0.1000777872892947,0.06252142066509926,18.998947339260667,8.992227317229762,26.2
graham king,sanjay kalgaonkar,30.0,15.0,15.0,0.06136076626943499,0.10427661255757235,0.07208972784146933,15.297058540778355,8.589878070194198,-3.0
rishi bansal,ashish chandiok,-38.0,-23.0,15.0,0.05795266912692934,0.12161010376154306,0.07386702778558277,16.25546062097288,7.2230009601902125,-4.4
frank kleiber,chinmay madhwal,11.0,19.0,8.0,0.07748153490274064,0.0646004525055757,0.0742612643034494,11.906300852909775,14.479767729393064,-7.8
rahul bathija,satyendra sharma,-49.0,-30.0,19.0,0.03747093523891038,0.09538812650970396,0.05195023305660878,25.687350972803713,9.483485068744574,2.6
gourav rakshit,saurav charkrabarty,29.0,27.0,2.0,0.0897743957220949,0.1307359604350606,0.10001478690033633,10.13903348450926,6.649004884900981,10.0
chandrashekhar pitre,ray ryan,36.0,42.0,6.0,0.05286085840376212,0.048986846714062206,0.05189235548133714,17.917589123540033,19.413642989454537,18.4
varinder singh,manish bhati,23.0,18.0,5.0,0.06341057446173054,0.06609187977057521,0.06408090078894171,14.770240350109406,14.13045178123698,-16.2
mohammed tarik koubaa,animesh kejriwal,19.0,4.0,15.0,0.05791964064758676,0.05567975346516573,0.05735966885198151,16.26530048907797,16.95984963592948,5.8
neelesh dhamnaskar,aadith prasad,-54.0,-33.0,21.0,0.047995418482183014,0.10643468745766294,0.06260523572605299,19.8353220291479,8.395433235971826,-7.6
venkata s pallela,akberali sadriwala,-19.0,-14.0,5.0,0.0509505790351488,0.06941387301147937,0.05556640252923145,18.626862323000083,13.406342084306752,-13.8
sachin parikh,romit baranwal,-36.0,-21.0,15.0,0.06134108513772027,0.08963405850652362,0.0684143284799211,15.302287410710857,10.156473517566088,20.2
tara sood,rida sakarwalla,22.0,13.0,9.0,0.1085518673548935,0.08897584781253254,0.10365786246930325,8.212186067059124,10.239005017484606,11.4
johann fernandes,naheed divecha,26.0,25.0,1.0,0.07064907534250336,0.0660123419866955,0.0694898920035514,13.154466921924278,14.148682350969242,0.4
jainesh doshi,ashish chowdhary,-20.0,-22.0,2.0,0.040182593235012616,0.12908397630760626,0.06240793900316103,23.886397802933786,6.746894917592302,-12.2
ray ryan,prasanna kanade,14.0,6.0,8.0,0.04060846085388672,0.07504117429057566,0.04921663921305895,23.625410049351526,12.326017475789806,-12.8
adit patel,chirrag sheth,-3.0,6.0,9.0,0.12033308072080139,0.06512551686755595,0.10653118975749003,7.310266752998827,14.354964506979249,-19.4
guidi weijel,vikramaditya chaufla,-24.0,-7.0,17.0,0.05123166232153488,0.07362598898701159,0.05683024398790406,18.519179247472064,12.582160508246764,-8.8
stine jacobsen,stephanie chung,26.0,39.0,13.0,0.07803206630731273,0.06869713340465784,0.075698333081649,11.815244390193543,13.556648151670874,33.0
anna-klara ahlmer,amke fischer,-2.0,-14.0,12.0,0.0447606730801664,0.11991467106792013,0.06354917257710484,21.341040274550814,7.339263170172032,-0.4
satish kumar tyagi,abhijit ghagre,15.0,4.0,11.0,0.03607402304596743,0.09840923699033875,0.05165782653206026,26.720778431774775,9.161647733313634,-18.0
johann fernandes,rida sakarwalla,29.0,33.0,4.0,0.05495207715213913,0.03443747914460685,0.04982342765025606,17.19767426136453,28.038130108214006,25.8
tara sood,naheed divecha,-40.0,-25.0,15.0,0.0842972691555574,0.08925073674468016,0.08553563605283808,10.862780491200215,10.204389302249716,9.0
leon griffiths,kresten hougaard,32.0,14.0,18.0,0.07256243069066498,0.08807415114283682,0.07644036080370795,12.781236246936366,10.35406912271253,23.2
koen hageraats,luke griffiths,-9.0,11.0,20.0,0.046116328268570504,0.08526033413914248,0.055902329736213494,20.684293558156632,10.728783497001407,2.4
sidharth nandal,mohammed tarik koubaa,-2.0,-9.0,7.0,0.0517497761789765,0.08113239926809594,0.059095431951256355,18.323755073674175,11.325532204410408,5.8
duncan stahl,nicolas lenggenhager,-2.0,1.0,3.0,0.1165648144684367,0.07726265251811051,0.10673927398085514,7.578918128598565,11.94286395054322,7.6
mandrin mouchet,aayush agrawal,41.0,21.0,20.0,0.06163835061183936,0.0631409679375639,0.06201400494327049,15.223665787188052,14.837577925457788,5.2
varinder singh,chandrashekhar pitre,33.0,30.0,3.0,0.05783732090875241,0.05137793842578686,0.056222475288011026,16.28987415543779,18.463606961272987,3.2
ravi kurimilla,sanjay kalgaonkar,25.0,9.0,16.0,0.10047008229206363,0.0875167449200595,0.0972317479490626,8.953211714239757,10.426384755436585,-15.8
rajesh d'souza,ashish mehta,1.0,-2.0,3.0,0.07989170494614384,0.05908546602722023,0.07469014521641293,11.516944039110376,15.924635908588883,-7.4
mohammed tarik koubaa,aadith prasad,33.0,34.0,1.0,0.06133125182544672,0.04494445304777248,0.05723455213102816,15.304901175767192,21.249686717448252,-13.6
nevil malao,rohinton dadyburjor,17.0,10.0,7.0,0.036904804264177526,0.0848768578780515,0.04889781766764602,26.096743091811284,10.781774502500665,-9.6
krishnaswamy ranganathan,rajeev goenka,-34.0,-39.0,5.0,0.07149932274277225,0.07905614070321282,0.07338852723288239,12.986146464598342,11.64923877013086,-2.6
akberali sadriwala,romit baranwal,-8.0,-5.0,3.0,0.2,0.09047023013370538,0.17261755753342636,4.0,10.053359746317726,16.0
sudhir bhoir,rishabh arya,-55.0,-47.0,8.0,0.03696339703625156,0.08282550012206094,0.0484289228077039,26.053790511171304,11.073576356632776,-15.0
nikhil bhandare,sanjeev kumar,-8.0,-9.0,1.0,0.06007418282398013,0.09875220710964511,0.06974368889539637,15.646085772486357,9.126355949591026,-11.0
ashish chandiok,gourav rakshit,-27.0,-24.0,3.0,0.04396059740340093,0.08250682640687408,0.053597154654269216,21.747643550509096,11.12020924267043,-4.2
graham king,rajeev goenka,30.0,3.0,27.0,0.050933863426237395,0.08667854986980025,0.05987003503712811,18.633303518163384,10.536879672099946,10.0
ravi kurimilla,krishna bhagwan kotak,-28.0,-27.0,1.0,0.03596157077062637,0.09417195829838305,0.05051416765256554,26.80746164783231,9.618872306249685,-8.4
rishi bansal,saurav charkrabarty,-19.0,-13.0,6.0,0.060231660996014146,0.04767947517741915,0.0570936145413654,15.602563891873668,19.97338522034733,0.4
sanjay kalgaonkar,krishnaswamy ranganathan,23.0,25.0,2.0,0.04478322180948068,0.06271468130937327,0.04926608668445383,21.329791372631846,14.945229715303379,6.2
anand sharma,satish kumar tyagi,-24.0,-14.0,10.0,0.12451193915150245,0.04990208551033281,0.10585947574121005,7.031358332498778,19.039242644336746,-9.6
graham king,krishna bhagwan kotak,4.0,-5.0,9.0,0.04017988964515453,0.08356860808388802,0.0510270692548379,23.888072337465825,10.966215818698066,-4.6
rajeev goenka,ravi kurimilla,13.0,16.0,3.0,0.056330686858452085,0.13547984260394427,0.07611797579482513,16.75231327309754,6.381171846525946,4.4
stephanie chung,amke fischer,-29.0,-15.0,14.0,0.05211615546095649,0.08687728852895028,0.06080643872795494,18.18790807102345,10.510488148657725,-17.0
anna-klara ahlmer,stine jacobsen,-24.0,-4.0,20.0,0.06314012407735502,0.10387720020699542,0.07332439310976512,14.837789592793126,8.62675156826817,-2.2
jainesh doshi,adit patel,-24.0,-30.0,6.0,0.058252543794626584,0.1084588370344599,0.07080411710458491,16.166632302368974,8.220087798675886,-1.8
ashish chowdhary,chirrag sheth,-21.0,-16.0,5.0,0.05787020580205642,0.0802896797008296,0.06347507427674971,16.280049139974977,11.45490085059671,-2.4
mandrin mouchet,varinder singh,12.0,1.0,11.0,0.05545055844478513,0.08591719843880516,0.06306721844329014,17.03408347989407,10.639113217969435,-8.8
vikramaditya chaufla,graham king,23.0,4.0,19.0,0.05791139252818315,0.09188141639685804,0.06640389849535187,16.267759526130202,9.883593649457453,10.6
