p1_name,p2_name,y_true,y_pred_catboost,abs_error,consistency_confidence,neighbor_target_std,mean_neighbor_distance,local_mean_target
paul sach,matěj volf,10.0,5.0,5.0,0.07064907534250336,13.154466921924278,3.2523065007375225,20.6
magnus åberg,daniel lipowski,5.0,2.0,3.0,0.0582441496894724,16.16910634512619,2.4957034031548586,6.4
daniel naumescu,oliver hummel,-25.0,-19.0,6.0,0.06607792209319684,14.133647795243801,3.361560130113162,1.8
mathieu parisot,miłosz dużyński,-5.0,2.0,7.0,0.050806264328958725,18.68261223705079,3.2473530848020147,-2.6
alexander kaess,michal fojtík,30.0,19.0,11.0,0.05650577815620389,16.69730517179344,3.174354925721743,-8.0
tomas jirouch,florian baumgartner,-12.0,13.0,25.0,0.05948348715197548,15.811388300841896,3.295674968994612,4.0
christian schupp,graham king,14.0,14.0,0.0,0.13957875683699938,6.164414002968976,3.5486324173563077,25.0
ola ulmo,balázs döbörhegyi,9.0,23.0,14.0,0.10349220868561705,8.662563131083086,2.284331001583925,-11.4
volker sach,vincent david,25.0,12.0,13.0,0.09067859491138348,10.02796090937734,2.9135246917803075,32.2
leon griffiths,simon vaclahovsky,20.0,14.0,6.0,0.055479462526050176,17.024687956024334,6.250295255869941,7.6
dara ladner,sandra ettenauer,22.0,20.0,2.0,0.05134542921556469,18.475930287809597,4.781639005528846,7.8
šimon kniezek,stefan steckermeier,3.0,9.0,6.0,0.08086285328164007,11.366617790706258,2.376693252859551,13.0
zdeněk nemazal,daniel jendřejek,23.0,3.0,20.0,0.10349220868561705,8.662563131083086,2.353824420102933,6.4
florian prorok,piotr ostaszyk,21.0,17.0,4.0,0.06480661651243948,14.430523206037957,2.6093332742794866,19.6
mohammed tarik koubaa,koen hageraats,-27.0,-25.0,2.0,0.05317560147843307,17.805617091243988,4.113537852694811,-17.4
robin sam,jiří salamon,37.0,34.0,3.0,0.2737251377954172,2.65329983228432,3.270751869249935,35.6
martin voplakal,dieter mühl,12.0,16.0,4.0,0.06806947474844381,13.690872872099865,2.2887201839951588,4.4
dieter gomm,vilém stráník,10.0,8.0,2.0,0.0592432974718242,15.879546593023367,2.9111447029957525,8.8
emeric lardet,martin bartoš,-17.0,-10.0,7.0,0.057112208229456306,16.50939126679115,3.84993153377917,18.2
marek roman,oliver bodem,-4.0,10.0,14.0,0.09953669349726513,9.046546302318914,2.3054250764847124,21.4
mikuláš zobač,christoph steckermeier,16.0,15.0,1.0,0.07904132777458894,11.651609330903607,2.1718154806522216,-8.2
rostislav kniezek,gregor david,10.0,2.0,8.0,0.04030483048928588,23.81092186371624,3.225419933289943,-2.2
bastian böhm,jakub svec,-36.0,-5.0,31.0,0.06757418505030767,13.798550648528272,1.9339935317482753,-10.0
andreas kotala,michal fojtík,37.0,16.0,21.0,0.040400689933385955,23.752052542885636,1.8937221482355866,15.8
leon sam,beat ladner,16.0,21.0,5.0,0.05432407667061036,17.408044117591157,2.2127420518673198,17.4
lukáš dvořák,cornelius ried,-33.0,-12.0,21.0,0.06165832568862723,15.21840990379744,6.4378840723761375,-5.0
damian roman,jiří borovička,-16.0,1.0,17.0,0.052643894829399046,17.995555006723187,1.9085357124691722,3.4
philipp walland,istván sági,-15.0,12.0,27.0,0.08093197603362544,11.356055653262713,2.821986218543514,32.2
ola ulmo,miłosz dużyński,-11.0,15.0,26.0,0.14245081660944847,6.019966777316965,3.463163650624897,14.4
alina reissenauer,lucie hlavacova,-19.0,-14.0,5.0,0.06113559468728485,15.357083056361974,2.4612914440311617,8.6
henri widu,leon borchert,10.0,4.0,6.0,0.0818714060203667,11.214276615100948,2.1428861010768925,27.8
colin gomm,fynn borchert,33.0,20.0,13.0,0.03577016270919868,26.956260868302934,2.0393968717019204,18.6
jan port,thomas knaack,13.0,10.0,3.0,0.06898137698742764,13.49666625504239,1.580785557581833,-4.8
annemarie del favero,melánie tomková,-11.0,4.0,15.0,0.08097815936845763,11.349008767288886,3.4037964460969983,-26.0
karolin radl,lucie hanáčková,49.0,31.0,18.0,0.04304832072686026,22.22970984965841,1.5665629194255217,4.8
carola von heimburg,andrea sopko,4.0,18.0,14.0,0.14326716211422386,5.979966555090422,2.84360244046275,16.2
richard hobzik,mohammed tarik koubaa,-22.0,-17.0,5.0,0.05620233318059312,16.792855623746664,3.609763758485799,13.0
bernd jaschke,daniel lipowski,19.0,22.0,3.0,0.060893692446063165,15.4220621189256,5.710058591650003,-21.4
matěj volf,martin voplakal,39.0,38.0,1.0,0.0792350883099609,11.62067123706716,3.192538715433586,20.6
małgorzata mika,lena hauser,40.0,25.0,15.0,0.05029473619944727,18.882796403075474,2.205638262455221,11.2
veronika nováková,victoria t,15.0,3.0,12.0,0.061038480811507076,15.383107618423528,2.277928511120752,-19.6
romeo sam,robin sam,2.0,22.0,20.0,0.05760871731936543,16.358484037342826,2.3344182138407295,3.0
alina reissenauer,marie beranová,49.0,49.0,0.0,0.07418185971477226,12.480384609458156,4.536426011977959,40.2
damian roman,henri widu,22.0,23.0,1.0,0.10305005429100557,8.704022058795578,3.4411042003064862,12.2
leon sam,vilém stráník,45.0,48.0,3.0,0.1518442389903171,5.585696017507576,2.8118373254124576,30.0
philipp walland,leon borchert,32.0,20.0,12.0,0.16230090328492888,5.161395160225576,4.0848171243970075,27.6
jan port,magnus åberg,11.0,16.0,5.0,0.04666488277684406,20.42939059296679,2.243649519038801,-0.2
carola von heimburg,lucie hlavacova,-22.0,-6.0,16.0,0.0644602272716151,14.513442045221389,3.275064227475749,-2.6
molnár gergely,rostislav kniezek,17.0,37.0,20.0,0.08220825452573835,11.16422858956229,3.7040850211534666,-4.4
florian baumgartner,cornelius ried,16.0,11.0,5.0,0.07614637968866267,12.13260071048248,4.74188455187006,3.0
małgorzata mika,zuzana hanackova,9.0,18.0,9.0,0.039190915851785045,24.5161171477051,2.3979173040028217,9.4
miłosz dużyński,martin bartoš,-6.0,-1.0,5.0,0.04699675029014754,20.27806696901852,2.4686631413150435,-9.0
bruno scherrer,gregor david,3.0,14.0,11.0,0.0719123740270678,12.905812643921342,2.789006576621584,-1.8
ola ulmo,emeric lardet,15.0,25.0,10.0,0.041161351774923374,23.294634575369496,3.092030308982485,-14.6
andreas kotala,tomáš kolár,20.0,27.0,7.0,0.03801852864843463,25.30296425322535,2.7133010470230694,7.6
bastian böhm,colin gomm,27.0,38.0,11.0,0.052742739944380265,17.95995545651492,2.2309464260793006,34.2
molnár gergely,florian baumgartner,-9.0,3.0,12.0,0.06670479536821813,13.99142594591416,3.0019276437798337,-4.2
carola von heimburg,małgorzata mika,21.0,14.0,7.0,0.0764735108503205,12.076423311560424,2.333245139718033,12.4
lucie hlavacova,zuzana hanackova,30.0,44.0,14.0,0.09452560612453105,9.579144011862438,2.691550808178785,37.2
zdenek dana,lubomír severin,4.0,1.0,3.0,0.04314535498534467,22.17746604100658,0.9994595038784743,12.6
volker sach,graham king,18.0,14.0,4.0,0.08983805700050328,10.131140113531151,5.382620144770856,18.6
moritz sach,damian roman,-9.0,-24.0,15.0,0.03819803574096105,25.179356624028344,2.3610605431835365,-9.0
marek dlask,jiří borovička,16.0,18.0,2.0,0.10475214113948639,8.546344247688598,3.0472385483063613,4.4
tomas jirouch,per-axel giertz,33.0,41.0,8.0,0.03463151025243814,27.8754372163021,2.910809126497937,19.4
henri widu,colin gomm,-17.0,-5.0,12.0,0.04298178640211034,22.265668640308107,2.1182447651955134,-8.8
leon borchert,fynn borchert,-11.0,18.0,29.0,0.04444857939729474,21.497906874856447,1.2613593314814098,5.2
samuel worobel,adam borkowski,10.0,4.0,6.0,0.16149083182969445,5.192301994298868,7.787323177871253,13.8
benjamin radl,david dvorský,-21.0,-8.0,13.0,0.05199710404383017,18.231840280125315,1.7009700076167054,26.0
marie beranová,annemarie del favero,-31.0,-28.0,3.0,0.05343156217306878,17.715529910222838,1.6865584147675388,-16.6
alina reissenauer,melánie tomková,25.0,30.0,5.0,0.06209264866525518,15.104966070799364,2.4211772781866485,-10.2
kai zeuner,emeric lardet,22.0,28.0,6.0,0.04682345679728872,20.356817039999154,2.8314143073876332,6.0
lena hauser,karolin radl,-47.0,-26.0,21.0,0.09725506233792666,9.282241108697834,2.1873113886372453,-16.2
oliver bodem,gregor david,-36.0,-13.0,23.0,0.08501305501270436,10.762899237658969,5.85472769469847,-13.4
matěj volf,leon sam,12.0,19.0,7.0,0.07386646872551847,12.537942414925983,2.794823410499649,18.0
carola von heimburg,lucie hlavacova,-21.0,-6.0,15.0,0.17118927695027103,4.841487374764082,3.268064676195101,-10.4
simon vaclahovsky,mohammed tarik koubaa,22.0,10.0,12.0,0.07614637968866267,12.13260071048248,5.666229564017696,-2.0
mathieu parisot,jiří borovička,20.0,19.0,1.0,0.0876897187888098,10.403845442911962,2.5508815560158764,12.4
veronika nováková,małgorzata mika,10.0,-4.0,14.0,0.042589050523668855,22.480213522117623,2.0943241549317158,10.8
jan port,tomas jirouch,4.0,2.0,2.0,0.07870044473191354,11.706408501329518,3.387765972949867,7.4
piotr ostaszyk,istván sági,28.0,21.0,7.0,0.07934336847866082,11.603447763488228,2.6421989233048775,-2.4
magnus åberg,per-axel giertz,11.0,16.0,5.0,0.06457505827324964,14.485855169785456,1.7226513325297563,8.6
daniel lipowski,adam borkowski,21.0,27.0,6.0,0.16767637302861008,4.963869458396343,2.462267191693676,23.4
oliver bodem,richard hobzik,-38.0,-25.0,13.0,0.17652993814432758,4.66476151587624,6.063525576047518,-36.8
lumír bercík,zdenek dana,31.0,9.0,22.0,0.06573467862463629,14.212670403551895,2.4786325856018894,-2.0
andrea sopko,alina reissenauer,-30.0,-25.0,5.0,0.07978110181942573,11.53429668423697,3.429095931204368,-16.4
gregor david,mohammed tarik koubaa,-17.0,-3.0,14.0,0.04794903324581775,19.85547783358537,4.617394903053842,-5.4
leon griffiths,koen hageraats,19.0,5.0,14.0,0.15022110482233483,5.656854249492381,3.725857083093556,12.0
venkata s pallela,zane pandole,-5.0,4.0,9.0,0.048253007260856136,19.724096937502612,0.0,-13.4
pulkit bhimsaria,jainesh doshi,-21.0,-19.0,2.0,0.048253007260856136,19.724096937502612,0.0,-13.4
advait sambhare,ananbir singh,-21.0,-22.0,1.0,0.048253007260856136,19.724096937502612,0.0,-13.4
ray ryan,jainesh doshi,-38.0,-34.0,4.0,0.046141024709344405,20.67268729507608,4.004377801224105,-26.2
prasanna kanade,nevil malao,-18.0,-10.0,8.0,0.048253007260856136,19.724096937502612,0.0,-13.4
ashish chowdhary,aditya vikram somani,34.0,30.0,4.0,0.048253007260856136,19.724096937502612,0.0,-13.4
zane pandole,chirrag sheth,-32.0,-29.0,3.0,0.059190324229233905,15.894653189044423,1.2382197882379793,-10.6
varun motasha,manu choudhury,48.0,29.0,19.0,0.04255359388939984,22.49977777668037,1.615599158962755,7.6
romit baranwal,sajid sakarwalla,33.0,31.0,2.0,0.048253007260856136,19.724096937502612,0.0,-13.4
akberali sadriwala,satish kumar tyagi,22.0,31.0,9.0,0.037850575697978846,25.419677417308034,0.9109820534543802,16.8
mandrin mouchet,sidharth nandal,-8.0,-18.0,10.0,0.10218311095269708,8.78635305459552,1.9266075548634967,-11.0
vikramaditya chaufla,abhijit ghagre,23.0,24.0,1.0,0.040277568910100016,23.827714955488283,3.9418312378440015,12.2
aayush agrawal,mohammed tarik koubaa,-32.0,-28.0,4.0,0.069902510240763,13.305637902783918,2.6763925653043685,-30.6
harsh shah,neelesh dhamnaskar,38.0,30.0,8.0,0.048253007260856136,19.724096937502612,0.0,-13.4
duncan stahl,varinder singh,21.0,21.0,0.0,0.05675993044873089,16.61806246227279,2.863699426970431,2.8
adithya ravisankar,ashish chandiok,-36.0,-32.0,4.0,0.048253007260856136,19.724096937502612,0.0,-13.4
graham king,ravi kurimilla,43.0,17.0,26.0,0.038820411387318406,24.759644585494357,2.2386057718127947,3.4
krishna bhagwan kotak,krishnaswamy ranganathan,70.0,46.0,24.0,0.06675573798519355,13.979985693841035,2.004538131172013,3.6
nevil malao,chinmay madhwal,-25.0,-25.0,0.0,0.04920147064410337,19.32459572668986,1.032051669885848,-14.6
manish bhati,rajesh d'souza,35.0,24.0,11.0,0.07728065304661938,11.93984924527944,2.5656508980018,-7.2
sajid sakarwalla,abhijit ghagre,-37.0,-29.0,8.0,0.07576698610001031,12.198360545581526,0.9519118145268528,-16.0
chandrashekhar pitre,ashish mehta,1.0,12.0,11.0,0.048253007260856136,19.724096937502612,0.0,-13.4
sanjeev kumar,pankaj singh,48.0,45.0,3.0,0.05605246832277674,16.84042754801671,1.6361339631467573,-7.0
ashish chandiok,anand sharma,3.0,14.0,11.0,0.04044198540987493,23.726778120933318,1.5980267504494927,6.2
satish kumar tyagi,gourav rakshit,-31.0,-22.0,9.0,0.13389776325951255,6.468384651518491,3.6772686523095417,-23.6
rahul bathija,rohinton dadyburjor,5.0,1.0,4.0,0.048253007260856136,19.724096937502612,0.0,-13.4
deepak jaitly,neelesh dhamnaskar,-1.0,-3.0,2.0,0.06563761019351019,14.235167719419396,1.5748483101202357,19.4
animesh kejriwal,advait sambhare,52.0,31.0,21.0,0.027576739811818896,35.262444611796276,1.3983244588276649,-9.6
akberali sadriwala,sudhir bhoir,49.0,45.0,4.0,0.034487855738254046,27.995713957675736,1.4745514504755213,29.8
rishabh arya,sachin parikh,-18.0,20.0,38.0,0.048253007260856136,19.724096937502612,0.0,-13.4
varun motasha,adit patel,-34.0,-25.0,9.0,0.12203393024905396,7.19444229944198,2.4727311530556326,36.8
ashish chowdhary,nevil malao,48.0,40.0,8.0,0.10500991486690404,8.522910301065007,1.451359156247873,21.6
romit baranwal,chirrag sheth,-24.0,-19.0,5.0,0.040580570130603996,23.642334910071806,1.8216471547558313,0.8
ashish chandiok,frank kleiber,-21.0,-23.0,2.0,0.06042795057510155,15.548633380461448,2.7003323155214853,4.2
vikramaditya chaufla,mishil shah,26.0,26.0,0.0,0.06472528149446946,14.449913494550755,3.82408838637381,26.0
ray ryan,advait sambhare,31.0,15.0,16.0,0.05152907218398361,18.40652058374966,2.0944950001452076,-11.0
graham king,harsh shah,17.0,-1.0,18.0,0.036638457453026935,26.293725487271672,2.070520549599924,-1.2
guidi weijel,akberali sadriwala,7.0,16.0,9.0,0.04218194163850749,22.706827167175955,3.3929766305139344,-15.0
rida sakarwalla,naheed divecha,-34.0,-31.0,3.0,0.048253007260856136,19.724096937502612,0.0,-13.4
johann fernandes,tara sood,42.0,50.0,8.0,0.07107801768058676,13.069047402163633,1.9964738858157502,0.0
mohammed tarik koubaa,kresten hougaard,-16.0,-15.0,1.0,0.05186710218400697,18.280043763623762,2.917838651125308,7.2
leon griffiths,sidharth nandal,33.0,32.0,1.0,0.11217624229337689,7.914543574963752,2.5702593745001847,20.6
luke griffiths,nicolas lenggenhager,21.0,29.0,8.0,0.3189369804511973,2.1354156504062622,5.384318783025845,20.8
koen hageraats,duncan stahl,28.0,34.0,6.0,0.05056485708969661,18.77658115845374,3.890893741291984,14.8
sanjeev kumar,mahesh chhabria,5.0,16.0,11.0,0.055793120676401346,16.923356641044943,2.5656901269742325,3.0
stine jacobsen,amke fischer,4.0,6.0,2.0,0.07901988896074437,11.655041827466773,3.198858269738284,6.4
anna-klara ahlmer,stephanie chung,25.0,25.0,0.0,0.08569286542608394,10.669582934679312,5.025687228963738,41.4
nikhil bhandare,abhijit ghagre,13.0,8.0,5.0,0.06975608721180572,13.33566646253572,2.6192343330032406,-0.4
krishna bhagwan kotak,rajeev goenka,40.0,37.0,3.0,0.03599248570215058,26.783577057592588,2.408581391715572,25.2
graham king,sanjay kalgaonkar,30.0,15.0,15.0,0.07582352390996254,12.188519188154071,3.106593332972481,4.2
rishi bansal,ashish chandiok,-38.0,-23.0,15.0,0.03527752050803323,27.346663416219535,1.3420007600553272,-10.6
frank kleiber,chinmay madhwal,11.0,19.0,8.0,0.05569772225254222,16.95405556201819,2.5574126683372445,8.4
rahul bathija,satyendra sharma,-49.0,-30.0,19.0,0.05241746611897688,18.077610461562667,1.3174009563116251,-13.0
gourav rakshit,saurav charkrabarty,29.0,27.0,2.0,0.061262553667674774,15.323185047502363,2.7831920794724048,9.0
chandrashekhar pitre,ray ryan,36.0,42.0,6.0,0.14974480879101654,5.6780278266313555,2.178405082911195,29.4
varinder singh,manish bhati,23.0,18.0,5.0,0.058378901539299116,16.129476122924764,5.466798985403245,1.2
mohammed tarik koubaa,animesh kejriwal,19.0,4.0,15.0,0.05569772225254222,16.95405556201819,3.041364104781059,1.4
neelesh dhamnaskar,aadith prasad,-54.0,-33.0,21.0,0.04374889199534945,21.8577217477028,1.8222283191418314,4.2
venkata s pallela,akberali sadriwala,-19.0,-14.0,5.0,0.08514768275821945,10.744300814850634,1.9141076469895555,-29.4
sachin parikh,romit baranwal,-36.0,-21.0,15.0,0.052986071128624274,17.872884490199112,1.5515521492144344,-1.6
tara sood,rida sakarwalla,22.0,13.0,9.0,0.07281090781698488,12.734205903785286,1.2697905010181851,3.2
johann fernandes,naheed divecha,26.0,25.0,1.0,0.07213785059991987,12.86234815265082,2.167486273077948,13.4
jainesh doshi,ashish chowdhary,-20.0,-22.0,2.0,0.0339388994605451,28.464714999451513,0.9445009499598763,15.4
ray ryan,prasanna kanade,14.0,6.0,8.0,0.15932795764937288,5.276362383309167,2.5768817759326477,-23.6
adit patel,chirrag sheth,-3.0,6.0,9.0,0.03454749161435677,27.945661559533708,1.643457480211977,11.8
guidi weijel,vikramaditya chaufla,-24.0,-7.0,17.0,0.06727182602985574,13.865064009949611,4.98500022573947,8.6
stine jacobsen,stephanie chung,26.0,39.0,13.0,0.07390130837129219,12.531560158256433,5.500760359121216,27.4
anna-klara ahlmer,amke fischer,-2.0,-14.0,12.0,0.05946559293551948,15.816447135814036,1.5838433521991893,0.8
satish kumar tyagi,abhijit ghagre,15.0,4.0,11.0,0.0755234815807544,12.240914998479484,2.157743959412282,-26.4
johann fernandes,rida sakarwalla,29.0,33.0,4.0,0.05339936101688249,17.72681584492827,5.773832697392036,17.6
tara sood,naheed divecha,-40.0,-25.0,15.0,0.09766533392556756,9.239047569960876,2.444562345443633,-13.8
leon griffiths,kresten hougaard,32.0,14.0,18.0,0.08905219492508236,10.229369482035539,4.537279945061168,20.4
koen hageraats,luke griffiths,-9.0,11.0,20.0,0.0631293795259593,14.840485167271318,4.793322603285819,-16.6
sidharth nandal,mohammed tarik koubaa,-2.0,-9.0,7.0,0.10606115080357212,8.42852300228219,4.24576386033471,-15.6
duncan stahl,nicolas lenggenhager,-2.0,1.0,3.0,0.15318369365473955,5.528109984434102,6.182729770004663,5.2
mandrin mouchet,aayush agrawal,41.0,21.0,20.0,0.051231662321534865,18.519179247472067,2.8388951872472807,12.2
varinder singh,chandrashekhar pitre,33.0,30.0,3.0,0.12734414011324466,6.852736679604726,3.2142118040550365,15.8
ravi kurimilla,sanjay kalgaonkar,25.0,9.0,16.0,0.05066867068280365,18.73606148580859,0.7949789474997698,-6.4
rajesh d'souza,ashish mehta,1.0,-2.0,3.0,0.05024123874022715,18.903967837467352,1.8039615733657406,6.2
mohammed tarik koubaa,aadith prasad,33.0,34.0,1.0,0.09215835365285091,9.850888284819801,2.149393909393665,19.6
nevil malao,rohinton dadyburjor,17.0,10.0,7.0,0.054840050054885875,17.234848418248422,2.1172682006039314,-14.6
krishnaswamy ranganathan,rajeev goenka,-34.0,-39.0,5.0,0.029275886267029094,33.15780451115544,1.6660035005895657,-18.4
akberali sadriwala,romit baranwal,-8.0,-5.0,3.0,0.044896486936220184,21.273457640919588,2.5572032392721824,-0.8
sudhir bhoir,rishabh arya,-55.0,-47.0,8.0,0.18972339331859192,4.2708313008125245,1.392688102331393,-21.6
nikhil bhandare,sanjeev kumar,-8.0,-9.0,1.0,0.054467051205560606,17.359723500102184,3.3347449724749856,1.2
ashish chandiok,gourav rakshit,-27.0,-24.0,3.0,0.0629688812837535,14.880860190190619,1.6766202436494368,-1.4
graham king,rajeev goenka,30.0,3.0,27.0,0.05157529725458581,18.389127222356148,4.212526585460276,12.2
ravi kurimilla,krishna bhagwan kotak,-28.0,-27.0,1.0,0.040483409564235816,23.70147674724088,2.870687505973234,-39.2
rishi bansal,saurav charkrabarty,-19.0,-13.0,6.0,0.09543444944685084,9.478396488858229,2.006387756571046,-7.4
sanjay kalgaonkar,krishnaswamy ranganathan,23.0,25.0,2.0,0.06136076626943499,15.297058540778355,1.7240161731220844,16.0
anand sharma,satish kumar tyagi,-24.0,-14.0,10.0,0.048635326637957436,19.561186058110074,2.138457974040425,13.4
graham king,krishna bhagwan kotak,4.0,-5.0,9.0,0.04716320384782156,20.202970078679026,5.624618484484699,-1.8
rajeev goenka,ravi kurimilla,13.0,16.0,3.0,0.04551171900070487,20.972362766269327,1.8152450609704527,7.4
stephanie chung,amke fischer,-29.0,-15.0,14.0,0.05991795939779797,15.68948692596415,2.818244199971597,-41.2
anna-klara ahlmer,stine jacobsen,-24.0,-4.0,20.0,0.05895372715282873,15.962455951387932,2.4770538873111145,6.0
jainesh doshi,adit patel,-24.0,-30.0,6.0,0.03720704514420788,25.87663038341739,1.7647080714284846,-3.0
ashish chowdhary,chirrag sheth,-21.0,-16.0,5.0,0.062031481888721846,15.120846537148639,2.710138282709874,25.6
mandrin mouchet,varinder singh,12.0,1.0,11.0,0.05778810065606046,16.304600577751057,3.574873405978566,2.6
vikramaditya chaufla,graham king,23.0,4.0,19.0,0.05594086852636783,16.87601848778319,2.9872588352863514,11.0
mohammed tarik koubaa,nicolas lenggenhager,-19.0,6.0,25.0,0.07338396423965966,12.626955294131678,5.327835949137321,3.4
leon griffiths,luke griffiths,-12.0,-2.0,10.0,0.10180502342588639,8.822698000045111,1.7350320966428732,17.4
kresten hougaard,koen hageraats,-21.0,-18.0,3.0,0.05711220822945629,16.509391266791155,1.6485334973089152,-21.8
satyendra sharma,varinder singh,-22.0,-8.0,14.0,0.07221890686540709,12.84678948220138,2.4700539000257637,1.4
sanjeev kumar,gourav rakshit,-23.0,-16.0,7.0,0.08883594168873771,10.256705123966467,2.0024427914660903,-7.0
nikhil bhandare,ashish chandiok,-5.0,0.0,5.0,0.0497363476368223,19.106019993708788,1.8601984443847948,-3.6
mohammed tarik koubaa,romit baranwal,34.0,34.0,0.0,0.10087853113287706,8.912911982062877,2.975382937875234,21.6
aadith prasad,akberali sadriwala,27.0,27.0,0.0,0.04166515708806171,23.00086954878011,1.2455621793742717,-22.4
abhijit ghagre,saurav charkrabarty,31.0,13.0,18.0,0.03277395678516167,29.512031444819247,2.0709313165653227,8.8
animesh kejriwal,sachin parikh,-1.0,5.0,6.0,0.024708740341670584,39.4715087119811,1.9381083291306527,7.0
ollie barton,yann leutwiler,32.0,32.0,0.0,0.09134201809265732,9.94786409235671,2.7379142295603693,33.2
samuel worobel,peter barton,-22.0,-12.0,10.0,0.13173663575197062,6.590902821313632,5.776911488404816,-9.6
ross wilson,yann leutwiler,39.0,38.0,1.0,0.07284423640594942,12.727922061357855,2.625278994462447,7.0
manfred grab,giovanni gentile,16.0,0.0,16.0,0.07221890686540709,12.84678948220138,2.1801835278918094,0.6
mark de bruin,rachid bech-azeddine,-17.0,-34.0,17.0,0.05134542921556469,18.475930287809597,2.8562654083759815,-7.2
rafael kainulainen,kevin still,-19.0,-15.0,4.0,0.06478334593102637,14.436065946094871,1.1921697606404758,11.0
mark van der heide,juho vuorinen,-27.0,-39.0,12.0,0.07676578322680538,12.026637102698329,9.321515657315569,-30.4
michel terbraak,kristian achenbach,-35.0,-25.0,10.0,0.13121330865776704,6.6211781428987395,1.5345345023460832,-10.4
jan astrup,peter barton,-19.0,-16.0,3.0,0.06681958462212365,13.965672200076872,4.538449953893545,-7.4
jacob pye,annu suchded,-22.0,-11.0,11.0,0.048253007260856136,19.724096937502612,0.0,-13.4
michel terbraak,stuart vincent,4.0,-7.0,11.0,0.046079359042489214,20.70169075220669,1.8461423895931723,-7.2
martyn langston,rachid bech-azeddine,-11.0,9.0,20.0,0.08309449635067057,11.034491379306978,5.437356637753585,6.8
volker sach,yann leutwiler,22.0,10.0,12.0,0.040944900947943466,23.423065555131764,2.8545392145106376,20.6
david chelly,julian clapp,22.0,24.0,2.0,0.06014813286601286,15.62561998769969,3.238413899249329,-10.2
harry harrison,carsten krog,-20.0,2.0,22.0,0.05862559200021506,16.05739704933524,2.4466033813384587,-2.6
annu suchded,mark van der heide,20.0,27.0,7.0,0.09219286056766295,9.846826900072937,6.315344580423618,26.2
volker sach,david chelly,11.0,0.0,11.0,0.03837309118386497,25.059928172283335,1.895864080483756,8.0
istván sági,jan astrup,-9.0,-3.0,6.0,0.05739087711757049,16.42437213411825,1.6153959765655792,-8.2
jaakko nissinen,marc langholz,-31.0,-16.0,15.0,0.05505067713152248,17.165080832900266,1.7156796066109627,5.6
giovanni gentile,pekka kainulainen,-24.0,-17.0,7.0,0.05187887952701821,18.275666882497067,3.6997846462513153,-3.0
jan astrup,marc-andré rauber,27.0,20.0,7.0,0.14523114113629204,5.885575587824865,3.5615594841824025,25.6
emeric lardet,keith lesser,-18.0,-26.0,8.0,0.12137712895606116,7.238784428341543,2.410480888365598,-2.0
julian clapp,istván sági,26.0,18.0,8.0,0.042833221682200565,22.346364357541475,2.619595736465366,12.2
ryan bezer,anders krog,20.0,28.0,8.0,0.05129982993814349,18.49324200890693,2.2675211798257946,18.0
jon spinks,steven bühler,8.0,16.0,8.0,0.05914629050991326,15.90723106011854,3.2661041165040485,9.4
werner seel,carsten krog,-20.0,-14.0,6.0,0.1115458536306206,7.964923100695951,2.0513737647285315,-10.4
jordan marcus,anthony levavasseur,12.0,11.0,1.0,0.11380229600222523,7.787168933572715,1.412036068542991,23.4
korbinian heim,tom watson,22.0,32.0,10.0,0.1002453779402558,8.975522268926749,1.851809492474614,10.8
rafael kainulainen,stuart vincent,-38.0,-33.0,5.0,0.10300128838630274,8.708616422830897,1.9194782796658836,-23.4
kate marian russell,elma vuorinen,5.0,-7.0,12.0,0.06591787621188529,14.170391667134682,4.802392467321097,7.0
holly clayton,störte becker,-20.0,-13.0,7.0,0.06415328622780157,14.587666023048376,2.008651916136593,-2.0
phet phanouvong,satarra thaker,-36.0,-26.0,10.0,0.06014813286601287,15.625619987699688,1.3943212397609646,-8.2
raphaela schlegel,victoria t,-18.0,-25.0,7.0,0.07882774362933928,11.685888926393234,1.14460943335494,-20.8
james vincent,kevin still,3.0,3.0,0.0,0.04834772700679885,19.68349562450735,1.6932206344533867,-17.4
pekka kainulainen,léon mamié,-27.0,-3.0,24.0,0.04360599971254147,21.932624102008404,2.327312463201264,-1.6
leon griffiths,james langworthy,34.0,41.0,7.0,0.058608476280968914,16.06237840420901,6.735360586898215,37.0
dave edgar,matthew davidson,-20.0,-11.0,9.0,0.09745952716177654,9.260669522232181,3.8432121514659405,-27.2
lucas steyer,joerg kanonenberg,-21.0,-9.0,12.0,0.032911680320859664,29.38434957592222,4.005553067856024,16.6
bruno scherrer,luke griffiths,-25.0,-19.0,6.0,0.16089167649473737,5.215361924162119,5.481064551976088,-30.0
ross wilson,nicolas lenggenhager,-26.0,-7.0,19.0,0.07828065114521957,11.77454882362802,3.985665589933378,-1.6
jon spinks,jordan marcus,15.0,10.0,5.0,0.05426315214436343,17.428711943227476,1.4278548911643587,-3.2
henrik mustonen,noah mamié,22.0,24.0,2.0,0.08024884186495491,11.461239025515521,5.070615532624521,6.8
david chelly,christian andersen,18.0,21.0,3.0,0.05045086787914661,18.821264569629744,4.595151162913043,-0.4
steven bühler,anthony levavasseur,13.0,14.0,1.0,0.04292217245358721,22.297981971469973,4.026804927367027,-11.0
michel terbraak,istván sági,-3.0,14.0,17.0,0.048338229497463886,19.687559523719543,1.7727719519559233,0.0
