y_true,y_pred,abs_error,knn_confidence,radius_confidence,knn_mean_neighbor_distance,radius_neighbor_count,radius_neighbor_target_std
-36.0,-8.06513977879655,27.93486022120345,0.35849131647682136,0.9010989010989011,1.7894678449335777,82.0,25.8225912049464
22.0,3.9970179748526284,18.00298202514737,0.3935428312849769,0.8695652173913043,1.541019478705402,60.0,17.900155182443406
26.0,11.484693136737311,14.515306863262689,0.2907879530468587,0.7096774193548387,2.43893201049789,22.0,18.59068681796443
-20.0,7.963473351463708,27.96347335146371,0.47618520262232217,0.9181818181818182,1.1000232566931154,101.0,25.05029545185589
14.0,-23.586781919226652,37.58678191922665,0.25633138534235195,0.5714285714285714,2.9011999980588277,12.0,17.03489066592445
-3.0,14.345048405714596,17.345048405714596,0.3399012059184964,0.7954545454545454,1.942031339070289,35.0,25.58401924671584
-24.0,-2.2529898589073523,21.747010141092648,0.14816793154990324,0.1,5.749098739110076,1.0,0.0
26.0,27.751372194383315,1.7513721943833147,0.1359760342565205,0.0,6.354237130592347,0.0,
-2.0,5.80982682054732,7.80982682054732,0.34374127853321423,0.8656716417910447,1.9091647190791905,58.0,18.41577058992991
15.0,-18.289929987388565,33.28992998738856,0.27969306891867574,0.7096774193548387,2.5753478048852276,22.0,16.72758151888893
29.0,20.95113600941032,8.04886399058968,0.13922308680374648,0.0,6.182716767439825,0.0,
-40.0,-3.7028808048375645,36.29711919516244,0.2761319333466125,0.7567567567567568,2.6214572790636193,28.0,14.917246216841685
32.0,23.6109251631459,8.3890748368541,0.16276921843104483,0.18181818181818182,5.143667762486908,2.0,7.0
-9.0,-8.486638792554507,0.5133612074454934,0.15960561062528425,0.0,5.2654439031454885,0.0,
-2.0,-10.22337997098087,8.22337997098087,0.17263360164667943,0.0,4.79261505559416,0.0,
-2.0,-0.7281868407631413,1.2718131592368587,0.13452484917546265,0.0,6.433570869094126,0.0,
41.0,16.12216231728578,24.87783768271422,0.23091892555677937,0.35714285714285715,3.3305242200865672,5.0,18.519179247472067
33.0,9.841750207983244,23.158249792016754,0.2084849043747547,0.25,3.7965103420748636,3.0,8.178562764256865
25.0,-6.180313025956796,31.180313025956796,0.49365151025016907,0.990546218487395,1.025720532067708,943.0,25.292583711344697
1.0,7.077016652534722,6.077016652534722,0.3284412954301737,0.8714285714285714,2.044684130508793,61.0,20.75846171727348
33.0,21.54831932535558,11.451680674644422,0.29192862004192555,0.6896551724137931,2.425494903022473,20.0,16.481732311865763
17.0,-11.129230704295695,28.129230704295693,0.3001725987549615,0.7631578947368421,2.3314166721004583,29.0,21.148756861001427
-34.0,-21.179134269960066,12.820865730039934,0.33790456986958095,0.847457627118644,1.959415436097725,50.0,23.587496687864103
-8.0,3.6054505156506296,11.60545051565063,0.25440109108811126,0.5909090909090909,2.930800751375914,13.0,20.94116864882899
